	meth pos	observed CpG	expected CpG	CpG bias	meth density	median meth %
SpisGene8709	0	135	166.96	0.8086	0	0
SpisGene8710	0	123	132.67	0.9271	0	0
SpisGene8711	91	289	340.42	0.849	15.74	48.65
SpisGene8712	0	42	46.67	0.8999	0	0
SpisGene8713	173	1459	1696.25	0.8601	5.93	43.75
SpisGene8714	23	1174	1279.14	0.9178	0.98	6.94
SpisGene8715	308	190	516.14	0.3681	81.05	88.89
SpisGene8716	16	19	60.99	0.3115	42.11	63.4
SpisGene8717	0	263	256.15	1.0267	0	0
SpisGene8718	0	58	93.54	0.6201	0	0
SpisGene8719	0	40	40.74	0.9818	0	0
SpisGene8720	18	120	403.87	0.2971	7.5	17.65
SpisGene8721	0	207	240.27	0.8615	0	0
SpisGene8722	0	9	30.37	0.2963	0	0
SpisGene8723	0	64	124.08	0.5158	0	0
SpisGene8724	7	212	225.64	0.9395	1.65	31.82
SpisGene8725	0	37	55.83	0.6627	0	0
SpisGene8726	106	261	255.1	1.0231	20.31	34.52
SpisGene8727	0	32	46.07	0.6946	0	0
SpisGene8728	0	45	58.6	0.7679	0	0
SpisGene8729	95	61	341.97	0.1784	77.87	78.57
SpisGene8730	406	247	587.65	0.4203	82.19	76.33
SpisGene8731	0	199	244.19	0.8149	0	0
SpisGene8732	54	364	630.54	0.5773	7.42	61.03
SpisGene8733	2	67	114.89	0.5832	1.49	18.14
SpisGene8734	0	205	287.89	0.7121	0	0
SpisGene8735	0	46	82.36	0.5585	0	0
SpisGene8736	0	356	426.96	0.8338	0	0
SpisGene8737	0	147	167.96	0.8752	0	0
SpisGene8738	0	56	103.36	0.5418	0	0
SpisGene8739	0	201	216.94	0.9265	0	0
SpisGene8740	0	314	417.14	0.7527	0	0
SpisGene8741	36	242	304.17	0.7956	7.44	2.4
SpisGene8742	6	225	171.85	1.3093	1.33	14.25
SpisGene8743	0	42	56.34	0.7455	0	0
SpisGene8744	0	90	147.35	0.6108	0	0
SpisGene8745	192	336	310.95	1.0806	28.57	9.01
SpisGene8746	0	75	98.09	0.7646	0	0
SpisGene8747	0	237	283.5	0.836	0	0
SpisGene8748	0	280	314.59	0.89	0	0
SpisGene8749	9	375	471.45	0.7954	1.2	15.0
SpisGene8750	1	321	384.0	0.8359	0.16	13.79
SpisGene8751	0	159	222.01	0.7162	0	0
SpisGene8752	18	240	298.53	0.8039	3.75	19.38
SpisGene8753	0	248	284.43	0.8719	0	0
SpisGene8754	90	80	209.56	0.3818	56.25	87.5
SpisGene8755	81	281	413.93	0.6789	14.41	55.0
SpisGene8756	0	148	178.16	0.8307	0	0
SpisGene8757	0	326	355.24	0.9177	0	0
SpisGene8758	0	1042	1121.06	0.9295	0	0
SpisGene8759	50	71	223.67	0.3174	35.21	86.04
SpisGene8760	30	76	102.91	0.7385	19.74	59.94
SpisGene8761	61	232	309.76	0.749	13.15	70.59
SpisGene8762	84	313	410.12	0.7632	13.42	61.11
SpisGene8763	0	573	617.76	0.9275	0	0
SpisGene8764	80	178	312.51	0.5696	22.47	82.35
SpisGene8765	0	129	171.03	0.7543	0	0
SpisGene8766	75	252	384.46	0.6555	14.88	86.36
SpisGene8767	0	112	142.51	0.7859	0	0
SpisGene8768	0	226	304.41	0.7424	0	0
SpisGene8769	0	205	253.91	0.8074	0	0
SpisGene8770	0	40	48.65	0.8222	0	0
SpisGene8771	0	200	246.93	0.8099	0	0
SpisGene8772	39	56	81.7	0.6854	34.82	65.0
SpisGene8773	229	482	678.16	0.7107	23.76	73.33
SpisGene8774	16	30	90.0	0.3333	26.67	85.29
SpisGene8775	13	71	92.1	0.7709	9.15	42.11
SpisGene8776	38	89	136.61	0.6515	21.35	88.24
SpisGene8777	0	129	178.78	0.7216	0	0
SpisGene8778	0	176	135.02	1.3035	0	0
SpisGene8779	0	158	229.59	0.6882	0	0
SpisGene8780	0	377	521.09	0.7235	0	0
SpisGene8781	41	54	92.0	0.587	37.96	58.33
SpisGene8782	1	399	413.45	0.9651	0.13	8.33
SpisGene8783	67	337	388.49	0.8675	9.94	81.82
SpisGene8784	2	239	215.32	1.11	0.42	8.25
SpisGene8785	0	192	193.01	0.9948	0	0
SpisGene8786	0	346	421.27	0.8213	0	0
SpisGene8787	0	204	154.26	1.3224	0	0
SpisGene8788	0	91	81.22	1.1204	0	0
SpisGene8789	1	153	136.61	1.12	0.33	4.88
SpisGene8790	32	104	156.27	0.6655	15.38	83.97
SpisGene8791	339	947	1158.53	0.8174	17.9	85.71
SpisGene8792	0	105	106.89	0.9823	0	0
SpisGene8793	69	184	312.25	0.5893	18.75	93.75
SpisGene8794	0	15	20.63	0.7271	0	0
SpisGene8795	0	52	56.0	0.9286	0	0
SpisGene8796	56	47	202.34	0.2323	59.57	82.97
SpisGene8797	18	75	110.48	0.6789	12.0	90.91
SpisGene8798	0	215	271.8	0.791	0	0
SpisGene8799	0	195	244.01	0.7991	0	0
SpisGene8800	0	130	166.61	0.7803	0	0
SpisGene8801	0	72	58.14	1.2384	0	0
SpisGene8802	0	228	292.09	0.7806	0	0
SpisGene8803	0	118	146.01	0.8082	0	0
SpisGene8804	0	233	146.56	1.5898	0	0
SpisGene8805	0	100	110.6	0.9042	0	0
SpisGene8806	0	320	586.36	0.5457	0	0
SpisGene8807	148	231	429.68	0.5376	32.03	57.52
SpisGene8808	127	171	288.14	0.5935	37.13	87.5
SpisGene8809	77	140	326.02	0.4294	27.5	84.62
SpisGene8810	94	91	240.92	0.3777	51.65	87.5
SpisGene8811	127	687	630.87	1.089	9.24	86.67
SpisGene8812	160	126	566.96	0.2222	63.49	81.53
SpisGene8813	0	117	208.52	0.5611	0	0
SpisGene8814	2	26	50.44	0.5155	3.85	28.12
SpisGene8815	11	69	117.36	0.5879	7.97	42.11
SpisGene8816	4	39	64.24	0.6071	5.13	81.25
SpisGene8817	33	66	134.64	0.4902	25.0	52.0
SpisGene8818	34	95	180.92	0.5251	17.89	12.47
SpisGene8819	22	58	79.32	0.7312	18.97	26.97
SpisGene8820	12	32	92.77	0.3449	18.75	21.76
SpisGene8821	0	20	34.94	0.5724	0	0
SpisGene8822	75	243	413.01	0.5884	15.43	75.0
SpisGene8823	53	421	476.41	0.8837	6.29	58.82
SpisGene8824	20	23	82.56	0.2786	43.48	56.67
SpisGene8825	18	46	116.02	0.3965	19.57	79.47
SpisGene8826	0	107	114.03	0.9383	0	0
SpisGene8827	99	238	285.47	0.8337	20.8	84.62
SpisGene8828	0	1226	1335.04	0.9183	0	0
SpisGene8829	0	310	305.82	1.0137	0	0
SpisGene8830	0	385	312.03	1.2339	0	0
SpisGene8831	98	160	314.53	0.5087	30.63	81.92
SpisGene8832	154	147	392.53	0.3745	52.38	84.62
SpisGene8833	62	157	287.05	0.5469	19.75	88.19
SpisGene8834	58	51	163.16	0.3126	56.86	83.33
SpisGene8835	91	66	115.29	0.5725	68.94	25.0
SpisGene8836	0	114	122.25	0.9325	0	0
SpisGene8837	0	198	205.29	0.9645	0	0
SpisGene8838	24	52	121.86	0.4267	23.08	47.73
SpisGene8839	0	65	65.95	0.9856	0	0
SpisGene8840	0	139	169.9	0.8181	0	0
SpisGene8841	0	263	311.65	0.8439	0	0
SpisGene8842	5	2068	2271.59	0.9104	0.12	7.73
SpisGene8843	83	193	395.03	0.4886	21.5	84.21
SpisGene8844	64	232	629.45	0.3686	13.79	25.0
SpisGene8845	1	55	68.37	0.8044	0.91	19.05
SpisGene8846	0	93	81.11	1.1466	0	0
SpisGene8847	0	242	247.62	0.9773	0	0
SpisGene8848	185	149	253.64	0.5874	62.08	80.0
SpisGene8849	0	57	68.85	0.8279	0	0
SpisGene8850	59	160	285.04	0.5613	18.44	83.33
SpisGene8851	0	444	479.11	0.9267	0	0
SpisGene8852	0	35	33.32	1.0504	0	0
SpisGene8853	0	74	46.83	1.5802	0	0
SpisGene8854	0	241	247.62	0.9733	0	0
SpisGene8855	0	12	40.3	0.2978	0	0
SpisGene8856	41	316	566.05	0.5583	6.49	61.54
SpisGene8857	1	574	360.04	1.5943	0.09	4.35
SpisGene8858	239	221	533.82	0.414	54.07	82.14
SpisGene8859	18	9	59.7	0.1508	100.0	83.97
SpisGene8860	0	377	390.91	0.9644	0	0
SpisGene8861	150	301	498.56	0.6037	24.92	89.47
SpisGene8862	0	107	138.28	0.7738	0	0
SpisGene8863	35	1216	1283.72	0.9472	1.44	71.43
SpisGene8864	0	279	262.99	1.0609	0	0
SpisGene8865	0	36	34.51	1.0432	0	0
SpisGene8866	28	52	120.83	0.4304	26.92	86.06
SpisGene8867	0	119	185.68	0.6409	0	0
SpisGene8868	32	539	689.68	0.7815	2.97	5.97
SpisGene8869	0	10	37.24	0.2685	0	0
SpisGene8870	1	172	285.72	0.602	0.29	12.5
SpisGene8871	0	94	94.1	0.9989	0	0
SpisGene8872	42	100	165.83	0.603	21.0	39.23
SpisGene8873	38	747	962.57	0.776	2.54	22.41
SpisGene8874	16	36	61.46	0.5857	22.22	5.7
SpisGene8875	0	226	304.75	0.7416	0	0
SpisGene8876	0	145	195.03	0.7435	0	0
SpisGene8877	0	243	272.85	0.8906	0	0
SpisGene8878	0	38	54.11	0.7023	0	0
SpisGene8879	0	104	129.66	0.8021	0	0
SpisGene8880	36	279	359.7	0.7756	6.45	23.67
SpisGene8881	0	137	172.61	0.7937	0	0
SpisGene8882	92	207	396.6	0.5219	22.22	75.0
SpisGene8883	4	197	217.6	0.9053	1.02	5.63
SpisGene8884	0	68	44.95	1.5128	0	0
SpisGene8885	0	614	609.42	1.0075	0	0
SpisGene8886	17	67	159.91	0.419	12.69	50.0
SpisGene8887	0	143	151.72	0.9425	0	0
SpisGene8888	0	275	295.11	0.9319	0	0
SpisGene8889	0	82	104.59	0.784	0	0
SpisGene8890	0	127	156.02	0.814	0	0
SpisGene8891	0	52	76.45	0.6802	0	0
SpisGene8892	0	226	261.79	0.8633	0	0
SpisGene8893	0	49	51.33	0.9546	0	0
SpisGene8894	1	53	59.01	0.8982	0.94	0.0
SpisGene8895	44	111	183.91	0.6036	19.82	6.79
SpisGene8896	0	32	52.84	0.6056	0	0
SpisGene8897	0	64	76.0	0.8421	0	0
SpisGene8898	0	150	148.42	1.0106	0	0
SpisGene8899	13	1093	1146.12	0.9537	0.59	20.0
SpisGene8900	147	480	604.28	0.7943	15.31	50.0
SpisGene8901	205	187	386.64	0.4837	54.81	82.35
SpisGene8902	0	34	83.37	0.4078	0	0
SpisGene8903	137	850	1090.16	0.7797	8.06	60.0
SpisGene8904	98	595	575.27	1.0343	8.24	78.87
SpisGene8905	37	628	705.86	0.8897	2.95	42.86
SpisGene8906	102	286	443.43	0.645	17.83	75.0
SpisGene8907	244	469	578.91	0.8101	26.01	75.0
SpisGene8908	0	23	27.08	0.8493	0	0
SpisGene8909	0	287	326.57	0.8788	0	0
SpisGene8910	7	311	354.59	0.8771	1.13	83.33
SpisGene8911	0	44	92.98	0.4732	0	0
SpisGene8912	21	31	78.32	0.3958	33.87	87.5
SpisGene8913	8	351	379.71	0.9244	1.14	4.35
SpisGene8914	13	90	92.6	0.9719	7.22	16.47
SpisGene8915	0	270	322.73	0.8366	0	0
SpisGene8916	58	324	370.36	0.8748	8.95	7.42
SpisGene8917	0	62	80.61	0.7691	0	0
SpisGene8918	1	9	12.36	0.7282	5.56	15.79
SpisGene8919	0	220	321.3	0.6847	0	0
SpisGene8920	163	118	300.09	0.3932	69.07	83.33
SpisGene8921	161	113	371.62	0.3041	71.24	91.67
SpisGene8922	64	158	321.36	0.4917	20.25	86.93
SpisGene8923	0	68	70.24	0.9681	0	0
SpisGene8924	0	464	501.98	0.9243	0	0
SpisGene8925	246	233	388.84	0.5992	52.79	70.71
SpisGene8926	0	141	134.76	1.0463	0	0
SpisGene8927	0	59	60.01	0.9832	0	0
SpisGene8928	0	120	105.28	1.1398	0	0
SpisGene8929	49	71	175.84	0.4038	34.51	80.0
SpisGene8930	0	48	49.88	0.9623	0	0
SpisGene8931	270	1444	1642.56	0.8791	9.35	85.16
SpisGene8932	30	100	235.59	0.4245	15.0	86.04
SpisGene8933	0	85	85.34	0.996	0	0
SpisGene8934	231	444	812.31	0.5466	26.01	87.5
SpisGene8935	0	513	601.7	0.8526	0	0
SpisGene8936	142	149	382.75	0.3893	47.65	86.36
SpisGene8937	0	250	276.27	0.9049	0	0
SpisGene8938	0	1057	928.32	1.1386	0	0
SpisGene8939	0	83	106.07	0.7825	0	0
SpisGene8940	0	253	270.2	0.9363	0	0
SpisGene8941	6	385	390.61	0.9856	0.78	4.88
SpisGene8942	76	292	399.66	0.7306	13.01	42.48
SpisGene8943	0	210	225.0	0.9333	0	0
SpisGene8944	0	172	190.55	0.9027	0	0
SpisGene8945	16	137	144.39	0.9488	5.84	8.7
SpisGene8946	0	66	75.65	0.8724	0	0
SpisGene8947	0	60	70.44	0.8518	0	0
SpisGene8948	92	652	1011.93	0.6443	7.06	81.82
SpisGene8949	78	84	334.27	0.2513	46.43	61.32
SpisGene8950	0	166	198.18	0.8376	0	0
SpisGene8951	345	405	791.53	0.5117	42.59	88.89
SpisGene8952	48	102	227.21	0.4489	23.53	80.91
SpisGene8953	59	38	137.88	0.2756	77.63	68.75
SpisGene8954	219	267	614.31	0.4346	41.01	88.24
SpisGene8955	112	204	435.54	0.4684	27.45	80.62
SpisGene8956	87	79	204.31	0.3867	55.06	91.3
SpisGene8957	26	69	156.66	0.4404	18.84	87.78
SpisGene8958	219	192	466.67	0.4114	57.03	84.62
SpisGene8959	322	417	652.79	0.6388	38.61	76.92
SpisGene8960	0	189	191.51	0.9869	0	0
SpisGene8961	65	86	139.9	0.6147	37.79	87.5
SpisGene8962	236	329	492.1	0.6686	35.87	80.0
SpisGene8963	0	1076	1052.51	1.0223	0	0
SpisGene8964	0	101	96.34	1.0484	0	0
SpisGene8965	22	59	63.44	0.93	18.64	4.56
SpisGene8966	129	619	787.75	0.7858	10.42	85.71
SpisGene8967	497	305	814.95	0.3743	81.48	88.24
SpisGene8968	2	17	41.54	0.4092	5.88	87.06
SpisGene8969	28	48	92.26	0.5203	29.17	92.82
SpisGene8970	88	90	147.95	0.6083	48.89	80.0
SpisGene8971	30	372	431.97	0.8612	4.03	6.16
SpisGene8972	0	264	213.33	1.2375	0	0
SpisGene8973	126	306	538.77	0.568	20.59	69.4
SpisGene8974	17	37	86.88	0.4259	22.97	88.89
SpisGene8975	6	31	43.35	0.7151	9.68	75.0
SpisGene8976	16	51	109.15	0.4672	15.69	58.57
SpisGene8977	0	540	577.05	0.9358	0	0
SpisGene8978	84	92	210.69	0.4367	45.65	88.24
SpisGene8979	0	218	228.28	0.955	0	0
SpisGene8980	19	424	453.27	0.9354	2.24	28.57
SpisGene8981	0	113	140.38	0.805	0	0
SpisGene8982	148	173	368.29	0.4697	42.77	82.09
SpisGene8983	0	155	170.56	0.9088	0	0
SpisGene8984	87	204	410.69	0.4967	21.32	40.0
SpisGene8985	5	280	292.49	0.9573	0.89	11.54
SpisGene8986	3	256	380.81	0.6723	0.59	6.67
SpisGene8987	0	198	172.74	1.1462	0	0
SpisGene8988	0	180	158.98	1.1322	0	0
SpisGene8989	0	140	136.3	1.0271	0	0
SpisGene8990	0	76	72.43	1.0493	0	0
SpisGene8991	17	208	263.36	0.7898	4.09	47.83
SpisGene8992	61	51	112.6	0.4529	59.8	86.67
SpisGene8993	0	325	350.26	0.9279	0	0
SpisGene8994	0	62	73.7	0.8412	0	0
SpisGene8995	0	105	113.73	0.9232	0	0
SpisGene8996	0	187	213.52	0.8758	0	0
SpisGene8997	1	471	509.51	0.9244	0.11	18.18
SpisGene8998	35	234	274.77	0.8516	7.48	25.0
SpisGene8999	0	74	97.98	0.7553	0	0
SpisGene9000	142	365	371.28	0.9831	19.45	21.98
SpisGene9001	0	122	141.95	0.8595	0	0
SpisGene9002	3	311	393.74	0.7899	0.48	9.52
SpisGene9003	3	39	74.36	0.5245	3.85	4.35
SpisGene9004	7	360	206.94	1.7396	0.97	8.33
SpisGene9005	0	228	257.58	0.8852	0	0
SpisGene9006	0	381	402.61	0.9463	0	0
SpisGene9007	0	120	150.19	0.799	0	0
SpisGene9008	2	437	564.8	0.7737	0.23	4.55
SpisGene9009	1	883	935.56	0.9438	0.06	10.0
SpisGene9010	13	894	790.95	1.1303	0.73	17.02
SpisGene9011	0	55	63.91	0.8606	0	0
SpisGene9012	144	298	484.16	0.6155	24.16	81.25
SpisGene9013	0	26	39.88	0.652	0	0
SpisGene9014	7	440	499.28	0.8813	0.8	16.13
SpisGene9015	0	199	249.59	0.7973	0	0
SpisGene9016	97	216	353.6	0.6109	22.45	83.33
SpisGene9017	0	300	434.48	0.6905	0	0
SpisGene9018	0	71	87.26	0.8137	0	0
SpisGene9019	0	45	48.01	0.9373	0	0
SpisGene9020	0	69	73.78	0.9352	0	0
SpisGene9021	0	54	72.34	0.7465	0	0
SpisGene9022	0	86	121.47	0.708	0	0
SpisGene9023	0	136	195.05	0.6973	0	0
SpisGene9024	0	78	106.99	0.729	0	0
SpisGene9025	0	44	65.9	0.6677	0	0
SpisGene9026	0	203	223.62	0.9078	0	0
SpisGene9027	0	72	93.92	0.7666	0	0
SpisGene9028	0	42	67.5	0.6222	0	0
SpisGene9029	0	63	174.46	0.3611	0	0
SpisGene9030	10	347	427.09	0.8125	1.44	18.33
SpisGene9031	0	655	898.94	0.7286	0	0
SpisGene9032	0	143	168.36	0.8494	0	0
SpisGene9033	0	132	179.02	0.7373	0	0
SpisGene9034	0	114	156.38	0.729	0	0
SpisGene9035	0	74	79.47	0.9312	0	0
SpisGene9036	0	299	322.01	0.9285	0	0
SpisGene9037	0	123	204.73	0.6008	0	0
SpisGene9038	1	374	528.25	0.708	0.13	90.0
SpisGene9039	7	418	514.77	0.812	0.84	18.18
SpisGene9040	0	20	51.49	0.3884	0	0
SpisGene9041	0	145	178.2	0.8137	0	0
SpisGene9042	16	173	212.85	0.8128	4.62	8.33
SpisGene9043	0	50	56.67	0.8823	0	0
SpisGene9044	0	24	33.92	0.7075	0	0
SpisGene9045	0	217	221.72	0.9787	0	0
SpisGene9046	0	170	170.5	0.9971	0	0
SpisGene9047	0	90	96.84	0.9294	0	0
SpisGene9048	162	301	547.56	0.5497	26.91	77.78
SpisGene9049	77	167	268.57	0.6218	23.05	88.89
SpisGene9050	86	137	256.4	0.5343	31.39	89.74
SpisGene9051	8	5	39.33	0.1271	80.0	92.51
SpisGene9052	41	41	114.13	0.3592	50.0	90.48
SpisGene9053	3	147	165.16	0.89	1.02	7.14
SpisGene9054	2	380	404.51	0.9394	0.26	15.39
SpisGene9055	84	547	883.07	0.6194	7.68	83.77
SpisGene9056	12	272	280.85	0.9685	2.21	12.12
SpisGene9057	4	318	247.96	1.2825	0.63	3.39
SpisGene9058	18	110	154.25	0.7131	8.18	7.75
SpisGene9059	0	100	172.58	0.5794	0	0
SpisGene9060	0	73	95.61	0.7635	0	0
SpisGene9061	4	646	625.39	1.033	0.31	61.9
SpisGene9062	0	90	101.99	0.8824	0	0
SpisGene9063	0	136	142.0	0.9577	0	0
SpisGene9064	1	270	355.85	0.7587	0.19	0.0
SpisGene9065	0	201	259.75	0.7738	0	0
SpisGene9066	0	22	24.29	0.9057	0	0
SpisGene9067	0	276	309.39	0.8921	0	0
SpisGene9068	2	54	53.43	1.0107	1.85	14.38
SpisGene9069	0	67	80.3	0.8344	0	0
SpisGene9070	0	195	206.24	0.9455	0	0
SpisGene9071	12	192	222.7	0.8621	3.12	21.09
SpisGene9072	54	52	128.72	0.404	51.92	88.19
SpisGene9073	154	83	238.92	0.3474	92.77	90.45
SpisGene9074	1	630	659.85	0.9548	0.08	50.0
SpisGene9075	30	172	215.75	0.7972	8.72	90.0
SpisGene9076	215	311	768.09	0.4049	34.57	84.62
SpisGene9077	0	50	55.67	0.8981	0	0
SpisGene9078	0	248	205.53	1.2066	0	0
SpisGene9079	0	43	45.84	0.938	0	0
SpisGene9080	0	136	168.84	0.8055	0	0
SpisGene9081	0	83	121.27	0.6844	0	0
SpisGene9082	93	214	337.86	0.6334	21.73	72.73
SpisGene9083	0	105	122.11	0.8599	0	0
SpisGene9084	0	77	85.5	0.9006	0	0
SpisGene9085	328	512	891.51	0.5743	32.03	83.77
SpisGene9086	41	209	329.31	0.6347	9.81	17.5
SpisGene9087	2	72	154.86	0.4649	1.39	67.46
SpisGene9088	45	525	567.13	0.9257	4.29	12.18
SpisGene9089	257	271	360.4	0.7519	47.42	19.64
SpisGene9090	0	453	493.73	0.9175	0	0
SpisGene9091	0	22	41.18	0.5342	0	0
SpisGene9092	0	15	17.02	0.8813	0	0
SpisGene9093	0	439	469.12	0.9358	0	0
SpisGene9094	30	57	123.63	0.4611	26.32	87.23
SpisGene9095	0	120	99.9	1.2012	0	0
SpisGene9096	52	311	464.07	0.6702	8.36	66.67
SpisGene9097	51	92	162.43	0.5664	27.72	73.33
SpisGene9098	0	48	50.51	0.9503	0	0
SpisGene9099	31	36	35.98	1.0006	43.06	77.78
SpisGene9100	172	95	141.68	0.6705	90.53	66.67
SpisGene9101	62	181	270.19	0.6699	17.13	73.86
SpisGene9102	68	211	306.28	0.6889	16.11	84.52
SpisGene9103	0	175	211.53	0.8273	0	0
SpisGene9104	0	92	93.16	0.9875	0	0
SpisGene9105	40	244	405.61	0.6016	8.2	80.0
SpisGene9106	188	145	419.67	0.3455	64.83	87.87
SpisGene9107	66	81	180.22	0.4495	40.74	88.89
SpisGene9108	61	498	558.26	0.8921	6.12	84.21
SpisGene9109	20	21	36.62	0.5735	47.62	86.67
SpisGene9110	64	131	192.14	0.6818	24.43	89.74
SpisGene9111	342	203	489.5	0.4147	84.24	89.38
SpisGene9112	134	159	414.23	0.3838	42.14	87.5
SpisGene9113	74	274	421.99	0.6493	13.5	85.16
SpisGene9114	159	513	994.21	0.516	15.5	88.89
SpisGene9115	46	116	177.47	0.6536	19.83	35.42
SpisGene9116	124	76	257.73	0.2949	81.58	85.36
SpisGene9117	0	155	157.38	0.9849	0	0
SpisGene9118	0	214	241.66	0.8855	0	0
SpisGene9119	9	175	200.67	0.8721	2.57	12.0
SpisGene9120	0	329	354.31	0.9286	0	0
SpisGene9121	30	31	126.57	0.2449	48.39	79.47
SpisGene9122	25	65	131.54	0.4941	19.23	50.0
SpisGene9123	31	42	127.11	0.3304	36.9	84.62
SpisGene9124	0	289	418.77	0.6901	0	0
SpisGene9125	66	1091	1260.43	0.8656	3.02	61.13
SpisGene9126	86	140	327.88	0.427	30.71	64.17
SpisGene9127	4	548	544.25	1.0069	0.36	81.25
SpisGene9128	0	48	67.37	0.7125	0	0
SpisGene9129	0	39	96.56	0.4039	0	0
SpisGene9130	0	53	65.17	0.8133	0	0
SpisGene9131	0	170	150.51	1.1295	0	0
SpisGene9132	6	293	286.56	1.0225	1.02	14.36
SpisGene9133	0	217	248.09	0.8747	0	0
SpisGene9134	0	112	133.27	0.8404	0	0
SpisGene9135	0	207	191.07	1.0834	0	0
SpisGene9136	35	210	147.77	1.4211	8.33	83.33
SpisGene9137	0	81	80.23	1.0096	0	0
SpisGene9138	75	145	187.99	0.7713	25.86	71.43
SpisGene9139	204	246	456.7	0.5386	41.46	76.7
SpisGene9140	136	102	263.65	0.3869	66.67	87.5
SpisGene9141	4	76	78.49	0.9683	2.63	25.25
SpisGene9142	67	36	143.97	0.2501	93.06	88.89
SpisGene9143	99	111	166.66	0.666	44.59	63.64
SpisGene9144	85	283	398.73	0.7098	15.02	88.24
SpisGene9145	59	357	481.4	0.7416	8.26	85.71
SpisGene9146	0	131	131.5	0.9962	0	0
SpisGene9147	0	77	115.55	0.6664	0	0
SpisGene9148	0	77	154.06	0.4998	0	0
SpisGene9149	0	252	280.09	0.8997	0	0
SpisGene9150	48	141	206.75	0.682	17.02	81.53
SpisGene9151	38	49	116.95	0.419	38.78	88.24
SpisGene9152	23	623	631.75	0.9861	1.85	33.33
SpisGene9153	0	85	87.24	0.9743	0	0
SpisGene9154	0	73	74.05	0.9858	0	0
SpisGene9155	0	170	189.5	0.8971	0	0
SpisGene9156	7	215	252.79	0.8505	1.63	3.59
SpisGene9157	39	502	572.1	0.8775	3.88	4.5
SpisGene9158	0	62	94.94	0.653	0	0
SpisGene9159	0	382	469.04	0.8144	0	0
SpisGene9160	0	119	127.06	0.9366	0	0
SpisGene9161	0	40	43.43	0.921	0	0
SpisGene9162	92	129	210.17	0.6138	35.66	53.74
SpisGene9163	52	155	340.81	0.4548	16.77	39.57
SpisGene9164	79	347	467.21	0.7427	11.38	75.0
SpisGene9165	33	31	95.59	0.3243	53.23	82.35
SpisGene9166	120	190	369.94	0.5136	31.58	82.35
SpisGene9167	71	98	148.62	0.6594	36.22	41.18
SpisGene9168	62	46	139.12	0.3306	67.39	91.67
SpisGene9169	88	118	260.03	0.4538	37.29	82.35
SpisGene9170	63	47	98.03	0.4794	67.02	85.71
SpisGene9171	60	604	748.83	0.8066	4.97	87.87
SpisGene9172	13	19	45.93	0.4137	34.21	18.52
SpisGene9173	0	101	90.5	1.116	0	0
SpisGene9174	0	725	762.8	0.9504	0	0
SpisGene9175	0	97	116.16	0.8351	0	0
SpisGene9176	0	271	245.15	1.1054	0	0
SpisGene9177	138	252	526.34	0.4788	27.38	86.67
SpisGene9178	46	30	102.75	0.292	76.67	91.29
SpisGene9179	94	57	186.46	0.3057	82.46	87.87
SpisGene9180	77	86	163.47	0.5261	44.77	76.92
SpisGene9181	164	434	632.26	0.6864	18.89	22.09
SpisGene9182	118	488	792.76	0.6156	12.09	86.67
SpisGene9183	172	341	567.33	0.6011	25.22	76.92
SpisGene9184	0	67	96.61	0.6935	0	0
SpisGene9186	45	68	231.51	0.2937	33.09	85.71
SpisGene9187	0	33	109.5	0.3014	0	0
SpisGene9188	64	34	149.11	0.228	94.12	75.0
SpisGene9189	4	26	62.3	0.4173	7.69	45.76
SpisGene9190	21	33	75.22	0.4387	31.82	57.14
SpisGene9191	323	707	1135.36	0.6227	22.84	86.67
SpisGene9192	187	340	719.95	0.4723	27.5	87.5
SpisGene9193	0	134	133.21	1.0059	0	0
SpisGene9194	214	150	272.15	0.5512	71.33	87.87
SpisGene9195	184	359	548.24	0.6548	25.63	71.43
SpisGene9196	26	26	105.84	0.2457	50.0	82.84
SpisGene9197	367	378	681.43	0.5547	48.54	86.67
SpisGene9198	34	178	191.66	0.9287	9.55	68.81
SpisGene9199	0	193	224.05	0.8614	0	0
SpisGene9200	0	43	61.72	0.6967	0	0
SpisGene9201	0	139	185.06	0.7511	0	0
SpisGene9202	0	47	46.26	1.016	0	0
SpisGene9203	0	106	105.62	1.0036	0	0
SpisGene9204	135	685	988.68	0.6928	9.85	58.82
SpisGene9205	0	778	801.02	0.9713	0	0
SpisGene9206	0	264	361.77	0.7297	0	0
SpisGene9207	0	95	104.24	0.9114	0	0
SpisGene9208	0	171	141.99	1.2043	0	0
SpisGene9209	0	284	288.59	0.9841	0	0
SpisGene9210	93	233	377.57	0.6171	19.96	80.0
SpisGene9211	35	393	466.64	0.8422	4.45	75.0
SpisGene9212	34	245	355.18	0.6898	6.94	63.98
SpisGene9213	12	87	129.81	0.6702	6.9	18.2
SpisGene9214	105	629	869.48	0.7234	8.35	82.14
SpisGene9215	168	507	751.74	0.6744	16.57	81.82
SpisGene9216	10	116	140.39	0.8263	4.31	24.7
SpisGene9217	43	79	87.2	0.906	27.22	47.37
SpisGene9218	0	198	203.03	0.9752	0	0
SpisGene9219	0	186	213.78	0.8701	0	0
SpisGene9220	0	260	276.65	0.9398	0	0
SpisGene9221	0	182	181.55	1.0025	0	0
SpisGene9222	0	48	47.89	1.0023	0	0
SpisGene9223	3	221	275.19	0.8031	0.68	7.14
SpisGene9224	0	57	63.53	0.8972	0	0
SpisGene9225	15	708	774.71	0.9139	1.06	33.33
